createdat,productname,consumption,revenue
2018-05-05,ÖkoStrom 1,9900,296049.1600000000
2018-05-05,ÖkoStrom 2,14800,433699.9400000000
2018-05-05,ÖkoStrom 3,12100,352157.4500000000
2018-05-06,ÖkoGas 1,19700,101483.5800000000
2018-05-06,ÖkoStrom 1,9800,293059.1600000000
2018-05-06,ÖkoStrom 2,9100,266669.9600000000
2018-05-06,ÖkoStrom 3,10400,302677.9600000000
2018-05-07,ÖkoGas 1,9200,47394.2900000000
2018-05-07,ÖkoStrom 1,12300,367818.9500000000
2018-05-07,ÖkoStrom 2,12500,366299.9500000000
2018-05-07,ÖkoStrom 3,12400,360887.4500000000
2018-05-08,ÖkoGas 1,8400,43274.2900000000
2018-05-08,ÖkoStrom 1,12500,373798.9500000000
2018-05-08,ÖkoStrom 2,14900,436629.9400000000
2018-05-08,ÖkoStrom 3,12200,355067.4500000000
2018-05-09,ÖkoGas 1,17000,87578.5800000000
2018-05-09,ÖkoStrom 1,22380,669250.1100000000
2018-05-09,ÖkoStrom 2,19700,577289.9200000000
2018-05-09,ÖkoStrom 3,12100,352157.4500000000
2018-05-10,ÖkoGas 1,8300,42759.2900000000
2018-05-10,ÖkoStrom 1,17900,535278.5300000000
2018-05-10,ÖkoStrom 2,7000,205129.9700000000
2018-05-10,ÖkoStrom 3,195498764,5689014117.8100000000
2018-05-11,ÖkoGas 1,19700,101483.5800000000
2018-05-11,ÖkoStrom 1,13800,412678.7400000000
2018-05-11,ÖkoStrom 2,16800,492309.9300000000
2018-05-11,ÖkoStrom 3,11400,331787.4500000000
2018-05-12,ÖkoStrom 1,16400,490428.5300000000
2018-05-12,ÖkoStrom 2,14700,430769.9400000000
2018-05-12,ÖkoStrom 3,15500,451106.9400000000
2018-05-13,ÖkoGas 1,8200,42244.2900000000
2018-05-13,ÖkoStrom 1,20300,607048.3200000000
2018-05-13,ÖkoStrom 2,17400,509889.9300000000
2018-05-13,ÖkoStrom 3,17600,512226.4300000000
2018-05-14,ÖkoGas 1,10300,53059.2900000000
2018-05-14,ÖkoStrom 1,15600,466498.7400000000
2018-05-14,ÖkoStrom 2,12900,378019.9500000000
2018-05-14,ÖkoStrom 3,14500,422006.9400000000
2018-05-15,ÖkoGas 1,28200,145272.8700000000
2018-05-15,ÖkoStrom 1,12500,373798.9500000000
2018-05-15,ÖkoStrom 2,9300,272529.9600000000
2018-05-15,ÖkoStrom 3,4500,130968.9800000000
2018-05-16,ÖkoGas 1,39400,202967.1600000000
2018-05-16,ÖkoStrom 1,15000,448558.7400000000
2018-05-16,ÖkoStrom 2,15500,454209.9400000000
2018-05-16,ÖkoStrom 3,19300,561705.9200000000
2018-05-17,ÖkoGas 1,19300,99423.5800000000
2018-05-17,ÖkoStrom 1,18100,541258.5300000000
2018-05-17,ÖkoStrom 2,14100,413189.9400000000
2018-05-17,ÖkoStrom 3,11300,328877.4500000000
2018-05-18,ÖkoGas 1,31500,162267.8700000000
2018-05-18,ÖkoStrom 1,22600,675828.1100000000
2018-05-18,ÖkoStrom 2,18506,542295.7300000000
2018-05-18,ÖkoStrom 3,13000,378347.4500000000
2018-05-19,ÖkoGas 1,16000,82428.5800000000
2018-05-19,ÖkoStrom 1,14400,430618.7400000000
2018-05-19,ÖkoStrom 2,9200,269599.9600000000
2018-05-19,ÖkoStrom 3,14400,419096.9400000000
2018-05-20,ÖkoStrom 1,9900,296049.1600000000
2018-05-20,ÖkoStrom 2,11900,348719.9500000000
2018-05-20,ÖkoStrom 3,14700,427826.9400000000
2018-05-21,ÖkoGas 1,30900,159177.8700000000
2018-05-21,ÖkoStrom 1,17200,514348.5300000000
2018-05-21,ÖkoStrom 2,12000,351649.9500000000
2018-05-21,ÖkoStrom 3,16900,491856.4300000000
2018-05-22,ÖkoGas 1,10500,54089.2900000000
2018-05-22,ÖkoStrom 1,11800,352868.9500000000
2018-05-22,ÖkoStrom 2,12300,360439.9500000000
2018-05-22,ÖkoStrom 3,12100,352157.4500000000
2018-05-23,ÖkoGas 1,20800,107148.5800000000
2018-05-23,ÖkoStrom 1,15400,460518.7400000000
2018-05-23,ÖkoStrom 2,12600,369229.9500000000
2018-05-23,ÖkoStrom 3,23000,669385.4100000000
2018-05-24,ÖkoGas 1,8600,44304.2900000000
2018-05-24,ÖkoStrom 1,20300,607048.3200000000
2018-05-24,ÖkoStrom 2,15300,448349.9400000000
2018-05-24,ÖkoStrom 3,16100,468576.4300000000
2018-05-25,ÖkoGas 1,9800,50484.2900000000
2018-05-25,ÖkoStrom 1,19200,574158.3200000000
2018-05-25,ÖkoStrom 2,11400,334069.9500000000
2018-05-25,ÖkoStrom 3,19000,552975.9200000000
2018-05-26,ÖkoGas 1,39800,205027.1600000000
2018-05-26,ÖkoStrom 1,12300,367818.9500000000
2018-05-26,ÖkoStrom 2,16500,483519.9300000000
2018-05-26,ÖkoStrom 3,13100,381257.4500000000
2018-05-27,ÖkoGas 1,11700,60269.2900000000
2018-05-27,ÖkoStrom 1,14500,433608.7400000000
2018-05-27,ÖkoStrom 2,6700,196339.9700000000
2018-05-27,ÖkoStrom 3,17600,512226.4300000000
2018-05-28,ÖkoGas 1,31000,159692.8700000000
2018-05-28,ÖkoStrom 1,15500,463508.7400000000
2018-05-28,ÖkoStrom 2,12200,357509.9500000000
2018-05-28,ÖkoStrom 3,20600,599535.9200000000
2018-05-29,ÖkoGas 1,29400,151452.8700000000
2018-05-29,ÖkoStrom 1,8600,257179.1600000000
2018-05-29,ÖkoStrom 2,16900,495239.9300000000
2018-05-29,ÖkoStrom 3,7500,218278.4700000000
2018-05-30,ÖkoGas 1,8400,43274.2900000000
2018-05-30,ÖkoStrom 1,17600,526308.5300000000
2018-05-30,ÖkoStrom 2,10200,298899.9600000000
2018-05-30,ÖkoStrom 3,15500,451106.9400000000
2018-05-31,ÖkoGas 1,21300,109723.5800000000
2018-05-31,ÖkoStrom 1,17200,514348.5300000000
2018-05-31,ÖkoStrom 2,10700,313549.9600000000
2018-05-31,ÖkoStrom 3,9300,270667.9600000000
2018-06-01,ÖkoGas 1,29600,152482.8700000000
2018-06-01,ÖkoStrom 1,18700,559198.5300000000
2018-06-01,ÖkoStrom 2,27500,805859.8900000000
2018-06-01,ÖkoStrom 3,9800,285217.9600000000
2018-06-02,ÖkoGas 1,17900,92213.5800000000
2018-06-02,ÖkoStrom 1,19000,568178.3200000000
2018-06-02,ÖkoStrom 2,12500,366299.9500000000
2018-06-02,ÖkoStrom 3,14200,413276.9400000000
2018-06-03,ÖkoGas 1,17400,89638.5800000000
2018-06-03,ÖkoStrom 1,9600,287079.1600000000
2018-06-03,ÖkoStrom 2,15400,451279.9400000000
2018-06-03,ÖkoStrom 3,11600,337607.4500000000
2018-06-04,ÖkoGas 1,31000,159692.8700000000
2018-06-04,ÖkoStrom 1,17580,525710.5300000000
2018-06-04,ÖkoStrom 2,18900,553849.9200000000
2018-06-04,ÖkoStrom 3,10900,317227.9600000000
2018-06-05,ÖkoGas 1,8300,42759.2900000000
2018-06-05,ÖkoStrom 1,11563,345782.6500000000
2018-06-05,ÖkoStrom 2,17400,509889.9300000000
2018-06-05,ÖkoStrom 3,22300,649015.4100000000
2018-06-06,ÖkoGas 1,7600,39154.2900000000
2018-06-06,ÖkoStrom 1,20300,607048.3200000000
2018-06-06,ÖkoStrom 2,14900,436629.9400000000
2018-06-06,ÖkoStrom 3,13600,395816.9400000000
2018-06-07,ÖkoGas 1,8700,44819.2900000000
2018-06-07,ÖkoStrom 1,10200,305019.1600000000
2018-06-07,ÖkoStrom 2,17400,509889.9300000000
2018-06-07,ÖkoStrom 3,13800,401636.9400000000
2018-06-08,ÖkoGas 1,48700,250876.4500000000
2018-06-08,ÖkoStrom 1,18800,562198.3200000000
2018-06-08,ÖkoStrom 2,18000,527469.9300000000
2018-06-08,ÖkoStrom 3,17500,509316.4300000000
2018-06-09,ÖkoGas 1,23600,121568.5800000000
2018-06-09,ÖkoStrom 1,9800,293059.1600000000
2018-06-09,ÖkoStrom 2,20600,603659.9200000000
2018-06-09,ÖkoStrom 3,24400,710134.9000000000
2018-06-10,ÖkoGas 1,21000,108178.5800000000
2018-06-10,ÖkoStrom 1,9300,278109.1600000000
2018-06-10,ÖkoStrom 2,9100,266669.9600000000
2018-06-10,ÖkoStrom 3,15300,445286.9400000000
2018-06-11,ÖkoGas 1,10200,52544.2900000000
2018-06-11,ÖkoStrom 1,8400,251189.3700000000
2018-06-11,ÖkoStrom 2,18400,539189.9300000000
2018-06-11,ÖkoStrom 3,16700,486036.4300000000
2018-06-12,ÖkoGas 1,10700,55119.2900000000
2018-06-12,ÖkoStrom 1,9200,275119.1600000000
2018-06-12,ÖkoStrom 2,20100,589009.9200000000
2018-06-12,ÖkoStrom 3,19800,576255.9200000000
2018-06-13,ÖkoStrom 1,15300,457528.7400000000
2018-06-13,ÖkoStrom 2,10700,313549.9600000000
2018-06-13,ÖkoStrom 3,10300,299767.9600000000
2018-06-14,ÖkoGas 1,39600,203997.1600000000
2018-06-14,ÖkoStrom 1,18100,541258.5300000000
2018-06-14,ÖkoStrom 2,18000,527469.9300000000
2018-06-14,ÖkoStrom 3,18400,535515.9200000000
2018-06-15,ÖkoGas 1,39500,203482.1600000000
2018-06-15,ÖkoStrom 1,15100,451548.7400000000
2018-06-15,ÖkoStrom 2,11457,335740.0500000000
2018-06-15,ÖkoStrom 3,24500,713044.9000000000
2018-06-16,ÖkoGas 1,20900,107663.5800000000
2018-06-16,ÖkoStrom 1,18900,565178.5300000000
2018-06-16,ÖkoStrom 2,14600,427839.9400000000
2018-06-16,ÖkoStrom 3,14700,427826.9400000000
2018-06-17,ÖkoGas 1,18600,95818.5800000000
2018-06-17,ÖkoStrom 1,10100,302029.1600000000
2018-06-17,ÖkoStrom 2,8100,237359.9700000000
2018-06-17,ÖkoStrom 3,9800,285217.9600000000
2018-06-18,ÖkoGas 1,9700,49969.2900000000
2018-06-18,ÖkoStrom 1,20485,612579.8200000000
2018-06-18,ÖkoStrom 2,15000,439559.9400000000
2018-06-18,ÖkoStrom 3,19800,576255.9200000000
2018-06-19,ÖkoGas 1,40500,208632.1600000000
2018-06-19,ÖkoStrom 1,12800,382768.9500000000
2018-06-19,ÖkoStrom 2,15200,445419.9400000000
2018-06-19,ÖkoStrom 3,10100,293947.9600000000
2018-06-20,ÖkoGas 1,38100,196272.1600000000
2018-06-20,ÖkoStrom 1,9800,293059.1600000000
2018-06-20,ÖkoStrom 2,12500,366299.9500000000
2018-06-20,ÖkoStrom 3,19800,576255.9200000000
2018-06-21,ÖkoStrom 1,12200,364828.9500000000
2018-06-21,ÖkoStrom 2,11600,339929.9500000000
2018-06-21,ÖkoStrom 3,9900,288127.9600000000
2018-06-22,ÖkoStrom 1,14700,439588.7400000000
2018-06-22,ÖkoStrom 2,12400,363369.9500000000
2018-06-22,ÖkoStrom 3,19700,573345.9200000000
2018-06-23,ÖkoGas 1,39500,203482.1600000000
2018-06-23,ÖkoStrom 1,19600,586118.3200000000
2018-06-23,ÖkoStrom 2,9500,278389.9600000000
2018-06-23,ÖkoStrom 3,7500,218278.4700000000
2018-06-24,ÖkoGas 1,35400,182367.1600000000
2018-06-24,ÖkoStrom 1,16800,502388.5300000000
2018-06-24,ÖkoStrom 2,17100,501099.9300000000
2018-06-24,ÖkoStrom 3,22000,640285.4100000000
2018-06-25,ÖkoGas 1,10500,54089.2900000000
2018-06-25,ÖkoStrom 1,10200,305019.1600000000
2018-06-25,ÖkoStrom 2,20400,597799.9200000000
2018-06-25,ÖkoStrom 3,9000,261937.9600000000
2018-06-26,ÖkoGas 1,20700,106633.5800000000
2018-06-26,ÖkoStrom 1,17300,517338.5300000000
2018-06-26,ÖkoStrom 2,7200,210989.9700000000
2018-06-26,ÖkoStrom 3,14197,413189.6400000000
2018-06-27,ÖkoGas 1,20100,103543.5800000000
2018-06-27,ÖkoStrom 1,12500,373798.9500000000
2018-06-27,ÖkoStrom 2,9800,287179.9600000000
2018-06-27,ÖkoStrom 3,14400,419096.9400000000
2018-06-28,ÖkoGas 1,22200,114358.5800000000
2018-06-28,ÖkoStrom 1,20100,601068.3200000000
2018-06-28,ÖkoStrom 2,16600,486449.9300000000
2018-06-28,ÖkoStrom 3,12900,375437.4500000000
2018-06-29,ÖkoGas 1,18700,96333.5800000000
2018-06-29,ÖkoStrom 1,16600,496408.5300000000
2018-06-29,ÖkoStrom 2,17813,521990.8300000000
2018-06-29,ÖkoStrom 3,16900,491856.4300000000
2018-06-30,ÖkoGas 1,18200,93758.5800000000
2018-06-30,ÖkoStrom 1,13300,397718.9500000000
2018-06-30,ÖkoStrom 2,17297,506872.0300000000
2018-06-30,ÖkoStrom 3,19900,579165.9200000000
2018-07-01,ÖkoGas 1,8900,45849.2900000000
2018-07-01,ÖkoStrom 1,14700,439588.7400000000
2018-07-01,ÖkoStrom 2,21900,641759.9100000000
2018-07-01,ÖkoStrom 3,24500,713044.9000000000
2018-07-02,ÖkoGas 1,31300,161237.8700000000
2018-07-02,ÖkoStrom 1,14600,436598.7400000000
2018-07-02,ÖkoStrom 2,9800,287179.9600000000
2018-07-02,ÖkoStrom 3,20400,593715.9200000000
2018-07-03,ÖkoStrom 1,8000,239229.3700000000
2018-07-03,ÖkoStrom 2,15000,439559.9400000000
2018-07-03,ÖkoStrom 3,18900,550065.9200000000
2018-07-04,ÖkoGas 1,26800,138062.8700000000
2018-07-04,ÖkoStrom 1,16900,505378.5300000000
2018-07-04,ÖkoStrom 2,10200,298899.9600000000
2018-07-04,ÖkoStrom 3,9000,261937.9600000000
2018-07-05,ÖkoGas 1,19700,101483.5800000000
2018-07-05,ÖkoStrom 1,15500,463508.7400000000
2018-07-05,ÖkoStrom 2,16500,483519.9300000000
2018-07-05,ÖkoStrom 3,17900,520956.4300000000
2018-07-06,ÖkoGas 1,51553,265569.4000000000
2018-07-06,ÖkoStrom 1,12100,361838.9500000000
2018-07-06,ÖkoStrom 2,10100,295969.9600000000
2018-07-06,ÖkoStrom 3,14800,430736.9400000000
2018-07-07,ÖkoGas 1,38800,199877.1600000000
2018-07-07,ÖkoStrom 1,10100,302029.1600000000
2018-07-07,ÖkoStrom 2,10400,304759.9600000000
2018-07-07,ÖkoStrom 3,13200,384167.4500000000
2018-07-08,ÖkoGas 1,17700,91183.5800000000
2018-07-08,ÖkoStrom 1,14400,430618.7400000000
2018-07-08,ÖkoStrom 2,10100,295969.9600000000
2018-07-08,ÖkoStrom 3,10000,291037.9600000000
2018-07-09,ÖkoGas 1,40696,209641.5600000000
2018-07-09,ÖkoStrom 1,20600,616018.3200000000
2018-07-09,ÖkoStrom 2,12700,372159.9500000000
2018-07-09,ÖkoStrom 3,22200,646105.4100000000
2018-07-10,ÖkoGas 1,28200,145272.8700000000
2018-07-10,ÖkoStrom 1,12100,361838.9500000000
2018-07-10,ÖkoStrom 2,11300,331139.9500000000
2018-07-10,ÖkoStrom 3,14500,422006.9400000000
2018-07-11,ÖkoStrom 1,14300,427628.7400000000
2018-07-11,ÖkoStrom 2,11800,345789.9500000000
2018-07-11,ÖkoStrom 3,18700,544245.9200000000
2018-07-12,ÖkoGas 1,21000,108178.5800000000
2018-07-12,ÖkoStrom 1,9800,293059.1600000000
2018-07-12,ÖkoStrom 2,9700,284249.9600000000
2018-07-12,ÖkoStrom 3,12400,360887.4500000000
2018-07-13,ÖkoGas 1,21700,111783.5800000000
2018-07-13,ÖkoStrom 1,7400,221289.3700000000
2018-07-13,ÖkoStrom 2,17300,506959.9300000000
2018-07-13,ÖkoStrom 3,9400,273577.9600000000
2018-07-14,ÖkoGas 1,29400,151452.8700000000
2018-07-14,ÖkoStrom 1,18400,550228.5300000000
2018-07-14,ÖkoStrom 2,14600,427839.9400000000
2018-07-14,ÖkoStrom 3,15400,448196.9400000000
2018-07-15,ÖkoGas 1,47200,243151.4500000000
2018-07-15,ÖkoStrom 1,13500,403698.9500000000
2018-07-15,ÖkoStrom 2,19000,556779.9200000000
2018-07-15,ÖkoStrom 3,18100,526776.4300000000
2018-07-16,ÖkoGas 1,27500,141667.8700000000
2018-07-16,ÖkoStrom 1,12500,373798.9500000000
2018-07-16,ÖkoStrom 2,12900,378019.9500000000
2018-07-16,ÖkoStrom 3,10300,299767.9600000000
2018-07-17,ÖkoGas 1,31000,159692.8700000000
2018-07-17,ÖkoStrom 1,11900,355858.9500000000
2018-07-17,ÖkoStrom 2,14900,436629.9400000000
2018-07-17,ÖkoStrom 3,20200,587895.9200000000
2018-07-18,ÖkoGas 1,16200,83458.5800000000
2018-07-18,ÖkoStrom 1,13000,388748.9500000000
2018-07-18,ÖkoStrom 2,17400,509889.9300000000
2018-07-18,ÖkoStrom 3,17200,500586.4300000000
2018-07-19,ÖkoStrom 1,19800,592098.3200000000
2018-07-19,ÖkoStrom 2,9900,290109.9600000000
2018-07-19,ÖkoStrom 3,17200,500586.4300000000
2018-07-20,ÖkoStrom 1,20000,598078.3200000000
2018-07-20,ÖkoStrom 2,17400,509889.9300000000
2018-07-20,ÖkoStrom 3,12200,355067.4500000000
2018-07-21,ÖkoGas 1,22300,114873.5800000000
2018-07-21,ÖkoStrom 1,19618,586656.5200000000
2018-07-21,ÖkoStrom 2,13100,383879.9500000000
2018-07-21,ÖkoStrom 3,14300,416186.9400000000
2018-07-22,ÖkoStrom 1,17400,520328.5300000000
2018-07-22,ÖkoStrom 2,14600,427839.9400000000
2018-07-22,ÖkoStrom 3,15100,439466.9400000000
2018-07-23,ÖkoGas 1,50200,258601.4500000000
2018-07-23,ÖkoStrom 1,14000,418658.7400000000
2018-07-23,ÖkoStrom 2,12800,375089.9500000000
2018-07-23,ÖkoStrom 3,14200,413276.9400000000
2018-07-24,ÖkoGas 1,30300,156087.8700000000
2018-07-24,ÖkoStrom 1,15606,466678.1400000000
2018-07-24,ÖkoStrom 2,13100,383879.9500000000
2018-07-24,ÖkoStrom 3,14500,422006.9400000000
2018-07-25,ÖkoGas 1,20400,105088.5800000000
2018-07-25,ÖkoStrom 1,10100,302029.1600000000
2018-07-25,ÖkoStrom 2,19900,583149.9200000000
2018-07-25,ÖkoStrom 3,25500,742144.9000000000
2018-07-26,ÖkoGas 1,28500,146817.8700000000
2018-07-26,ÖkoStrom 1,10000,299039.1600000000
2018-07-26,ÖkoStrom 2,15200,445419.9400000000
2018-07-26,ÖkoStrom 3,19100,555885.9200000000
2018-07-27,ÖkoStrom 1,12600,376788.9500000000
2018-07-27,ÖkoStrom 2,12500,366299.9500000000
2018-07-27,ÖkoStrom 3,24700,718864.9000000000
2018-07-28,ÖkoGas 1,19600,100968.5800000000
2018-07-28,ÖkoStrom 1,17300,517338.5300000000
2018-07-28,ÖkoStrom 2,11500,336999.9500000000
2018-07-28,ÖkoStrom 3,16800,488946.4300000000
2018-07-29,ÖkoGas 1,29800,153512.8700000000
2018-07-29,ÖkoStrom 1,22300,666858.1100000000
2018-07-29,ÖkoStrom 2,15800,462999.9400000000
2018-07-29,ÖkoStrom 3,19100,555885.9200000000
2018-07-30,ÖkoGas 1,21300,109723.5800000000
2018-07-30,ÖkoStrom 1,16700,499398.5300000000
2018-07-30,ÖkoStrom 2,13400,392669.9500000000
2018-07-30,ÖkoStrom 3,15000,436556.9400000000
2018-07-31,ÖkoGas 1,30700,158147.8700000000
2018-07-31,ÖkoStrom 1,17600,526308.5300000000
2018-07-31,ÖkoStrom 2,14200,416119.9400000000
2018-07-31,ÖkoStrom 3,5200,151338.9800000000
2018-08-01,ÖkoGas 1,32000,164842.8700000000
2018-08-01,ÖkoStrom 1,12100,361838.9500000000
2018-08-01,ÖkoStrom 2,17592,515515.5300000000
2018-08-01,ÖkoStrom 3,14200,413276.9400000000
2018-08-02,ÖkoGas 1,10300,53059.2900000000
2018-08-02,ÖkoStrom 1,9200,275119.1600000000
2018-08-02,ÖkoStrom 2,12900,378019.9500000000
2018-08-02,ÖkoStrom 3,11100,323047.9600000000
2018-08-03,ÖkoGas 1,19900,102513.5800000000
2018-08-03,ÖkoStrom 1,9900,296049.1600000000
2018-08-03,ÖkoStrom 2,17100,501099.9300000000
2018-08-03,ÖkoStrom 3,7200,209548.4700000000
2018-08-04,ÖkoGas 1,36200,186487.1600000000
2018-08-04,ÖkoStrom 1,19800,592098.3200000000
2018-08-04,ÖkoStrom 2,15100,442489.9400000000
2018-08-04,ÖkoStrom 3,16600,483126.4300000000
2018-08-05,ÖkoGas 1,10900,56149.2900000000
2018-08-05,ÖkoStrom 1,17600,526308.5300000000
2018-08-05,ÖkoStrom 2,17200,504029.9300000000
2018-08-05,ÖkoStrom 3,14300,416186.9400000000
2018-08-06,ÖkoGas 1,32300,166387.8700000000
2018-08-06,ÖkoStrom 1,12000,358848.9500000000
2018-08-06,ÖkoStrom 2,14400,421979.9400000000
2018-08-06,ÖkoStrom 3,10100,293947.9600000000
2018-08-07,ÖkoGas 1,33300,171537.8700000000
2018-08-07,ÖkoStrom 1,16800,502388.5300000000
2018-08-07,ÖkoStrom 2,12700,372159.9500000000
2018-08-07,ÖkoStrom 3,17700,515136.4300000000
2018-08-08,ÖkoGas 1,8700,44819.2900000000
2018-08-08,ÖkoStrom 1,17800,532288.5300000000
2018-08-08,ÖkoStrom 2,12500,366299.9500000000
2018-08-08,ÖkoStrom 3,9700,282307.9600000000
2018-08-09,ÖkoGas 1,38700,199362.1600000000
2018-08-09,ÖkoStrom 1,10200,305019.1600000000
2018-08-09,ÖkoStrom 2,20500,600729.9200000000
2018-08-09,ÖkoStrom 3,12542,365019.6500000000
2018-08-10,ÖkoGas 1,18100,93243.5800000000
2018-08-10,ÖkoStrom 1,16900,505378.5300000000
2018-08-10,ÖkoStrom 2,12700,372159.9500000000
2018-08-10,ÖkoStrom 3,12100,352157.4500000000
2018-08-11,ÖkoGas 1,48300,248816.4500000000
2018-08-11,ÖkoStrom 1,18400,550228.5300000000
2018-08-11,ÖkoStrom 2,7900,231499.9700000000
2018-08-11,ÖkoStrom 3,11000,320147.4500000000
2018-08-12,ÖkoGas 1,27400,141152.8700000000
2018-08-12,ÖkoStrom 1,14300,427628.7400000000
2018-08-12,ÖkoStrom 2,19600,574359.9200000000
2018-08-12,ÖkoStrom 3,7200,209548.4700000000
2018-08-13,ÖkoGas 1,50900,262206.4500000000
2018-08-13,ÖkoStrom 1,11000,328939.1600000000
2018-08-13,ÖkoStrom 2,19700,577289.9200000000
2018-08-13,ÖkoStrom 3,17900,520956.4300000000
2018-08-14,ÖkoGas 1,33600,173082.8700000000
2018-08-14,ÖkoStrom 1,12800,382768.9500000000
2018-08-14,ÖkoStrom 2,14000,410259.9400000000
2018-08-14,ÖkoStrom 3,20800,605365.4100000000
2018-08-15,ÖkoGas 1,20900,107663.5800000000
2018-08-15,ÖkoStrom 1,17400,520328.5300000000
2018-08-15,ÖkoStrom 2,13900,407329.9400000000
2018-08-15,ÖkoStrom 3,15100,439466.9400000000
2018-08-16,ÖkoGas 1,9300,47909.2900000000
2018-08-16,ÖkoStrom 1,12500,373798.9500000000
2018-08-16,ÖkoStrom 2,18100,530399.9300000000
2018-08-16,ÖkoStrom 3,15500,451106.9400000000
2018-08-17,ÖkoGas 1,19900,102513.5800000000
2018-08-17,ÖkoStrom 1,10400,310999.1600000000
2018-08-17,ÖkoStrom 2,5000,146519.9800000000
2018-08-17,ÖkoStrom 3,14700,427826.9400000000
2018-08-18,ÖkoGas 1,28300,145787.8700000000
2018-08-18,ÖkoStrom 1,15500,463508.7400000000
2018-08-18,ÖkoStrom 2,11700,342859.9500000000
2018-08-18,ÖkoStrom 3,9700,282307.9600000000
2018-08-19,ÖkoGas 1,21200,109208.5800000000
2018-08-19,ÖkoStrom 1,21400,639948.1100000000
2018-08-19,ÖkoStrom 2,12700,372159.9500000000
2018-08-19,ÖkoStrom 3,12400,360887.4500000000
2018-08-20,ÖkoGas 1,18700,96333.5800000000
2018-08-20,ÖkoStrom 1,13500,403708.7400000000
2018-08-20,ÖkoStrom 2,12100,354579.9500000000
2018-08-20,ÖkoStrom 3,15500,451106.9400000000
2018-08-21,ÖkoGas 1,30300,156087.8700000000
2018-08-21,ÖkoStrom 1,12600,376788.9500000000
2018-08-21,ÖkoStrom 2,17200,504029.9300000000
2018-08-21,ÖkoStrom 3,14800,430736.9400000000
2018-08-22,ÖkoGas 1,15700,80883.5800000000
2018-08-22,ÖkoStrom 1,15200,454538.7400000000
2018-08-22,ÖkoStrom 2,7800,228569.9700000000
2018-08-22,ÖkoStrom 3,19500,567525.9200000000
2018-08-23,ÖkoGas 1,28400,146302.8700000000
2018-08-23,ÖkoStrom 1,9800,293059.1600000000
2018-08-23,ÖkoStrom 2,17000,498169.9300000000
2018-08-23,ÖkoStrom 3,5100,148428.9800000000
2018-08-24,ÖkoGas 1,11600,59754.2900000000
2018-08-24,ÖkoStrom 1,18000,538268.5300000000
2018-08-24,ÖkoStrom 2,17600,515749.9300000000
2018-08-24,ÖkoStrom 3,11288,328528.2500000000
2018-08-25,ÖkoGas 1,30400,156602.8700000000
2018-08-25,ÖkoStrom 1,14500,433608.7400000000
2018-08-25,ÖkoStrom 2,20900,612449.9200000000
2018-08-25,ÖkoStrom 3,7900,229918.4700000000
2018-08-26,ÖkoGas 1,9800,50484.2900000000
2018-08-26,ÖkoStrom 1,9800,293059.1600000000
2018-08-26,ÖkoStrom 2,13000,380949.9500000000
2018-08-26,ÖkoStrom 3,10300,299767.9600000000
2018-08-27,ÖkoGas 1,19700,101483.5800000000
2018-08-27,ÖkoStrom 1,19900,595088.3200000000
2018-08-27,ÖkoStrom 2,7100,208059.9700000000
2018-08-27,ÖkoStrom 3,18000,523866.4300000000
2018-08-28,ÖkoStrom 1,14900,445568.7400000000
2018-08-28,ÖkoStrom 2,10600,310619.9600000000
2018-08-28,ÖkoStrom 3,14000,407456.9400000000
2018-08-29,ÖkoGas 1,10600,54604.2900000000
2018-08-29,ÖkoStrom 1,11700,349878.9500000000
2018-08-29,ÖkoStrom 2,7100,208059.9700000000
2018-08-29,ÖkoStrom 3,8800,256117.9600000000
2018-08-30,ÖkoGas 1,11400,58724.2900000000
2018-08-30,ÖkoStrom 1,7000,209329.3700000000
2018-08-30,ÖkoStrom 2,9700,284249.9600000000
2018-08-30,ÖkoStrom 3,9800,285217.9600000000
2018-08-31,ÖkoGas 1,40400,208117.1600000000
2018-08-31,ÖkoStrom 1,20500,613028.3200000000
2018-08-31,ÖkoStrom 2,19200,562639.9200000000
2018-08-31,ÖkoStrom 3,22800,663565.4100000000
2018-09-01,ÖkoGas 1,22400,115388.5800000000
2018-09-01,ÖkoStrom 1,14400,430618.7400000000
2018-09-01,ÖkoStrom 2,15500,454209.9400000000
2018-09-01,ÖkoStrom 3,13000,378347.4500000000
2018-09-02,ÖkoStrom 1,12700,379778.9500000000
2018-09-02,ÖkoStrom 2,12000,351649.9500000000
2018-09-02,ÖkoStrom 3,9100,264847.9600000000
2018-09-03,ÖkoGas 1,29100,149907.8700000000
2018-09-03,ÖkoStrom 1,9200,275119.1600000000
2018-09-03,ÖkoStrom 2,16900,495239.9300000000
2018-09-03,ÖkoStrom 3,18100,526785.9200000000
2018-09-04,ÖkoGas 1,28200,145272.8700000000
2018-09-04,ÖkoStrom 1,12400,370808.9500000000
2018-09-04,ÖkoStrom 2,14100,413189.9400000000
2018-09-04,ÖkoStrom 3,10800,314327.4500000000
2018-09-05,ÖkoGas 1,26800,138062.8700000000
2018-09-05,ÖkoStrom 1,14400,430618.7400000000
2018-09-05,ÖkoStrom 2,14300,419049.9400000000
2018-09-05,ÖkoStrom 3,11600,337607.4500000000
2018-09-06,ÖkoGas 1,30800,158662.8700000000
2018-09-06,ÖkoStrom 1,18600,556218.3200000000
2018-09-06,ÖkoStrom 2,16400,480589.9300000000
