contractid,createdat,revenue
30835,2020-10-12,64029.4900000000
30836,2020-10-31,61119.4900000000
30837,2020-10-07,77749.7900000000
30839,2020-10-10,44304.2900000000
30840,2020-10-29,52544.2900000000
30841,2020-10-25,78579.4900000000
30842,2020-10-31,68779.7900000000
30843,2020-10-02,68779.7900000000
30844,2020-10-12,61119.4900000000
30845,2020-10-14,58209.4900000000
30846,2020-10-03,41214.2900000000
30847,2020-10-01,72759.4900000000
30848,2020-10-30,87309.4900000000
30849,2020-10-19,71769.7900000000
30850,2020-10-03,50999.2900000000
30851,2020-10-11,67399.9900000000
30852,2020-10-29,58209.4900000000
30853,2020-10-07,71769.7900000000
30854,2020-10-31,82049.9900000000
30855,2020-10-07,84979.9900000000
30856,2020-10-12,68779.7900000000
30857,2020-10-22,50999.2900000000
30858,2020-10-25,87909.9900000000
30859,2020-10-06,61119.4900000000
30860,2020-10-01,61539.9900000000
30862,2020-10-02,70329.9900000000
30863,2020-10-29,65789.7900000000
30865,2020-10-02,62799.7900000000
30866,2020-10-28,68779.7900000000
30868,2020-10-17,61814.2900000000
30869,2020-10-13,76189.9900000000
30870,2020-10-28,59809.7900000000
30871,2020-10-14,90839.9900000000
30872,2020-10-31,69849.4900000000
30873,2020-10-25,83729.7900000000
30874,2020-10-07,61539.9900000000
30875,2020-10-08,62799.7900000000
30876,2020-10-06,76189.9900000000
30877,2020-10-23,58209.4900000000
30878,2020-10-28,61539.9900000000
30879,2020-10-01,75669.4900000000
30880,2020-10-06,53059.2900000000
30881,2020-10-10,55299.4900000000
30883,2020-10-18,59809.7900000000
30885,2020-10-18,58209.4900000000
30886,2020-10-04,70329.9900000000
30887,2020-10-21,75669.4900000000
30889,2020-10-21,61539.9900000000
30890,2020-10-11,66939.4900000000
30891,2020-10-28,61539.9900000000
30892,2020-10-20,59809.7900000000
30893,2020-10-23,83729.7900000000
30894,2020-10-30,71769.7900000000
30895,2020-10-21,76189.9900000000
30896,2020-10-26,84979.9900000000
30897,2020-10-30,58209.4900000000
30898,2020-10-03,79119.9900000000
30899,2020-10-21,77749.7900000000
30900,2020-10-25,43274.2900000000
30901,2020-10-17,89709.7900000000
30902,2020-10-09,62799.7900000000
30903,2020-10-20,58209.4900000000
30904,2020-10-01,53574.2900000000
30905,2020-10-19,73259.9900000000
30906,2020-10-25,68779.7900000000
30907,2020-10-23,53059.2900000000
30908,2020-10-29,68779.7900000000
30909,2020-10-20,87909.9900000000
30912,2020-10-10,76189.9900000000
30913,2020-10-07,65789.7900000000
30914,2020-10-12,59809.7900000000
30915,2020-10-01,74759.7900000000
30917,2020-10-04,79119.9900000000
30918,2020-10-16,79119.9900000000
30919,2020-10-30,59809.7900000000
30920,2020-10-26,66939.4900000000
30921,2020-10-17,89709.7900000000
30922,2020-10-09,42244.2900000000
30923,2020-10-25,72759.4900000000
30924,2020-10-10,61119.4900000000
30925,2020-10-08,78579.4900000000
30926,2020-10-05,81489.4900000000
30927,2020-10-02,87909.9900000000
30928,2020-10-29,61119.4900000000
30929,2020-10-04,70329.9900000000
30931,2020-10-25,66939.4900000000
30932,2020-10-05,80739.7900000000
30933,2020-10-16,73259.9900000000
30934,2020-10-09,83729.7900000000
30935,2020-10-21,61539.9900000000
30936,2020-10-02,64029.4900000000
30937,2020-10-17,75669.4900000000
30938,2020-10-27,58609.9900000000
30939,2020-10-01,65789.7900000000
30940,2020-10-29,79119.9900000000
30941,2020-10-19,82049.9900000000
30942,2020-10-25,61119.4900000000
30943,2020-10-17,77749.7900000000
30944,2020-10-28,61539.9900000000
30945,2020-10-05,83729.7900000000
30946,2020-10-01,89709.7900000000
30947,2020-10-03,71769.7900000000
30948,2020-10-21,78579.4900000000
30949,2020-10-06,72759.4900000000
30950,2020-10-05,67399.9900000000
30951,2020-10-25,72759.4900000000
30952,2020-10-05,44304.2900000000
30954,2020-10-01,68779.7900000000
30955,2020-10-16,83729.7900000000
30956,2020-10-19,74759.7900000000
30957,2020-10-01,83729.7900000000
30958,2020-10-27,78579.4900000000
30960,2020-10-31,47909.2900000000
30961,2020-10-05,75669.4900000000
30962,2020-10-15,73259.9900000000
30963,2020-10-14,75669.4900000000
30964,2020-10-01,66939.4900000000
30965,2020-10-07,64029.4900000000
30966,2020-10-20,70329.9900000000
30967,2020-10-01,80739.7900000000
30968,2020-10-22,61119.4900000000
30969,2020-10-18,46879.2900000000
30970,2020-10-29,89709.7900000000
30971,2020-10-18,72759.4900000000
30972,2020-10-14,44819.2900000000
30973,2020-10-15,78579.4900000000
30974,2020-10-20,70329.9900000000
30975,2020-10-20,65789.7900000000
30976,2020-10-09,83729.7900000000
30977,2020-10-12,76189.9900000000
30978,2020-10-12,73259.9900000000
30979,2020-10-29,73259.9900000000
30980,2020-10-26,58609.9900000000
30981,2020-10-04,74759.7900000000
30982,2020-10-16,62799.7900000000
30983,2020-10-17,62799.7900000000
30984,2020-10-09,77749.7900000000
30985,2020-10-25,84979.9900000000
30986,2020-10-26,57694.2900000000
30987,2020-10-14,76189.9900000000
30988,2020-10-22,68779.7900000000
30989,2020-10-28,65789.7900000000
30991,2020-10-04,74759.7900000000
30992,2020-10-04,69849.4900000000
30993,2020-10-06,84979.9900000000
30994,2020-10-17,66939.4900000000
30995,2020-10-28,41729.2900000000
30996,2020-10-10,62799.7900000000
30997,2020-10-30,74759.7900000000
30998,2020-10-24,77749.7900000000
30999,2020-10-09,82049.9900000000
31000,2020-10-07,73259.9900000000
31001,2020-10-15,69849.4900000000
31002,2020-10-18,75669.4900000000
31005,2020-10-27,61539.9900000000
31006,2020-10-22,76189.9900000000
31007,2020-10-02,61539.9900000000
31008,2020-10-03,66939.4900000000
31010,2020-10-22,65789.7900000000
31011,2020-10-05,78579.4900000000
31012,2020-10-04,76189.9900000000
31013,2020-10-08,78579.4900000000
31014,2020-10-03,79119.9900000000
31015,2020-10-15,84399.4900000000
31016,2020-10-07,81489.4900000000
31017,2020-10-18,79119.9900000000
31018,2020-10-21,61539.9900000000
31019,2020-10-16,90839.9900000000
31020,2020-10-18,64469.9900000000
31021,2020-10-21,78579.4900000000
31022,2020-10-22,66939.4900000000
31023,2020-10-29,73259.9900000000
31024,2020-10-02,66939.4900000000
31025,2020-10-30,79119.9900000000
31026,2020-10-14,71769.7900000000
31027,2020-10-13,83729.7900000000
31028,2020-10-11,61119.4900000000
31029,2020-10-22,87309.4900000000
31030,2020-10-13,84399.4900000000
31031,2020-10-05,45849.2900000000
31032,2020-10-23,81489.4900000000
31033,2020-10-01,79119.9900000000
31034,2020-10-13,78579.4900000000
31035,2020-10-21,58609.9900000000
31036,2020-10-10,61539.9900000000
31037,2020-10-24,80739.7900000000
31038,2020-10-31,83729.7900000000
31039,2020-10-13,79119.9900000000
31040,2020-10-28,68779.7900000000
31041,2020-10-18,76189.9900000000
31042,2020-10-08,84399.4900000000
31043,2020-10-27,58609.9900000000
31044,2020-10-02,62799.7900000000
31045,2020-10-25,62799.7900000000
31046,2020-10-06,71769.7900000000
31047,2020-10-25,83729.7900000000
31049,2020-10-25,82049.9900000000
31050,2020-10-25,73259.9900000000
31051,2020-10-04,79119.9900000000
31052,2020-10-23,87309.4900000000
31053,2020-10-30,70329.9900000000
31054,2020-10-28,69849.4900000000
31055,2020-10-26,82049.9900000000
31056,2020-10-19,82049.9900000000
31057,2020-10-22,58609.9900000000
31058,2020-10-24,71769.7900000000
31059,2020-10-08,74759.7900000000
31060,2020-10-22,79119.9900000000
31061,2020-10-25,66939.4900000000
31062,2020-10-11,65789.7900000000
31063,2020-10-01,61539.9900000000
31064,2020-10-12,83729.7900000000
31065,2020-10-28,72759.4900000000
31066,2020-10-25,70329.9900000000
31067,2020-10-21,76189.9900000000
31068,2020-10-08,84979.9900000000
31069,2020-10-30,47394.2900000000
31070,2020-10-16,62799.7900000000
31071,2020-10-19,74759.7900000000
31072,2020-10-17,83729.7900000000
31073,2020-10-01,59809.7900000000
31074,2020-10-14,65789.7900000000
31075,2020-10-30,73259.9900000000
31076,2020-10-20,58609.9900000000
31077,2020-10-05,77749.7900000000
31078,2020-10-29,61539.9900000000
31079,2020-10-21,64029.4900000000
31080,2020-10-08,83729.7900000000
31081,2020-10-10,66939.4900000000
31082,2020-10-07,67399.9900000000
31083,2020-10-15,70329.9900000000
31084,2020-10-16,58609.9900000000
31085,2020-10-31,83729.7900000000
31086,2020-10-09,89709.7900000000
31088,2020-10-25,68779.7900000000
31089,2020-10-16,68779.7900000000
31090,2020-10-07,54604.2900000000
31091,2020-10-13,64029.4900000000
31093,2020-10-25,73259.9900000000
31094,2020-10-17,51514.2900000000
31096,2020-10-13,68779.7900000000
31097,2020-10-29,83729.7900000000
31098,2020-10-05,58609.9900000000
31099,2020-10-13,76189.9900000000
31100,2020-10-24,84979.9900000000
31101,2020-10-17,87309.4900000000
31102,2020-10-29,68779.7900000000
31103,2020-10-29,83729.7900000000
31104,2020-10-03,71769.7900000000
31105,2020-10-25,56819.7900000000
31106,2020-10-21,82049.9900000000
31107,2020-10-20,72759.4900000000
31109,2020-10-24,71769.7900000000
31110,2020-10-10,65789.7900000000
31111,2020-10-29,64029.4900000000
31112,2020-10-08,62799.7900000000
31114,2020-10-30,44819.2900000000
31115,2020-10-01,67399.9900000000
31116,2020-10-02,69849.4900000000
31117,2020-10-28,89709.7900000000
31118,2020-10-19,75669.4900000000
31119,2020-10-31,74759.7900000000
31120,2020-10-23,78579.4900000000
31121,2020-10-18,52544.2900000000
31122,2020-10-22,84399.4900000000
31123,2020-10-25,62799.7900000000
31124,2020-10-31,72759.4900000000
31125,2020-10-04,78579.4900000000
31126,2020-10-21,65789.7900000000
31127,2020-10-14,78579.4900000000
31128,2020-10-17,81489.4900000000
31129,2020-10-10,72759.4900000000
31130,2020-10-06,77749.7900000000
31131,2020-10-22,70329.9900000000
31132,2020-10-26,84399.4900000000
31133,2020-10-15,62799.7900000000
31134,2020-10-30,76189.9900000000
31135,2020-10-21,79119.9900000000
31137,2020-10-25,74759.7900000000
31138,2020-10-23,87909.9900000000
31139,2020-10-28,61119.4900000000
31141,2020-10-03,83729.7900000000
31142,2020-10-08,87309.4900000000
31143,2020-10-04,72759.4900000000
31144,2020-10-11,87309.4900000000
31145,2020-10-10,76189.9900000000
31146,2020-10-13,82049.9900000000
31147,2020-10-24,61539.9900000000
31148,2020-10-10,72759.4900000000
31149,2020-10-12,58209.4900000000
31150,2020-10-09,84399.4900000000
31151,2020-10-31,71769.7900000000
31152,2020-10-14,61539.9900000000
31153,2020-10-08,61119.4900000000
31154,2020-10-12,74759.7900000000
31155,2020-10-04,70329.9900000000
31156,2020-10-30,45849.2900000000
31157,2020-10-27,67399.9900000000
31158,2020-10-01,65789.7900000000
31159,2020-10-23,70329.9900000000
31160,2020-10-26,80739.7900000000
31162,2020-10-07,95689.7900000000
31163,2020-10-28,83729.7900000000
31164,2020-10-12,68779.7900000000
31165,2020-10-21,64469.9900000000
31166,2020-10-26,76189.9900000000
31167,2020-10-28,61119.4900000000
31168,2020-10-26,73259.9900000000
31169,2020-10-01,66939.4900000000
31171,2020-10-02,80739.7900000000
31172,2020-10-26,64029.4900000000
31173,2020-10-18,58609.9900000000
31174,2020-10-17,82049.9900000000
31175,2020-10-08,64029.4900000000
31176,2020-10-16,55679.9900000000
31177,2020-10-30,70329.9900000000
31178,2020-10-29,71769.7900000000
31179,2020-10-18,73259.9900000000
31180,2020-10-11,81489.4900000000
31181,2020-10-09,84399.4900000000
31182,2020-10-24,70329.9900000000
31183,2020-10-03,71769.7900000000
31184,2020-10-15,61539.9900000000
31185,2020-10-10,65789.7900000000
31186,2020-10-26,84979.9900000000
31188,2020-10-21,65789.7900000000
31189,2020-10-16,55119.2900000000
31190,2020-10-05,79119.9900000000
31191,2020-10-22,84399.4900000000
31194,2020-10-29,56819.7900000000
31195,2020-10-03,80739.7900000000
31196,2020-10-23,64469.9900000000
31197,2020-10-20,82049.9900000000
31198,2020-10-15,74759.7900000000
31199,2020-10-28,64029.4900000000
31200,2020-10-01,65789.7900000000
31201,2020-10-03,61119.4900000000
31202,2020-10-09,80739.7900000000
31203,2020-10-15,68779.7900000000
31204,2020-10-24,75669.4900000000
31205,2020-10-17,58609.9900000000
31206,2020-10-02,77749.7900000000
31207,2020-10-29,83729.7900000000
31208,2020-10-06,64029.4900000000
31209,2020-10-31,68779.7900000000
31210,2020-10-21,81489.4900000000
31211,2020-10-29,58209.4900000000
31213,2020-10-24,72759.4900000000
31214,2020-10-09,61539.9900000000
31215,2020-10-17,73259.9900000000
31217,2020-10-28,58209.4900000000
31219,2020-10-23,76189.9900000000
31220,2020-10-18,58609.9900000000
31221,2020-10-26,62799.7900000000
31222,2020-10-26,87309.4900000000
31224,2020-10-17,80739.7900000000
31225,2020-10-02,84979.9900000000
31226,2020-10-20,61539.9900000000
31227,2020-10-25,79119.9900000000
31228,2020-10-09,86719.7900000000
31229,2020-10-20,82049.9900000000
31230,2020-10-19,76189.9900000000
31231,2020-10-23,61119.4900000000
31232,2020-10-18,64469.9900000000
31233,2020-10-17,62799.7900000000
31234,2020-10-19,58609.9900000000
31235,2020-10-30,58609.9900000000
31237,2020-10-14,64469.9900000000
31238,2020-10-24,76189.9900000000
31239,2020-10-18,73259.9900000000
31240,2020-10-25,68779.7900000000
31241,2020-10-21,62799.7900000000
31242,2020-10-09,53574.2900000000
31243,2020-10-10,70329.9900000000
31244,2020-10-11,80739.7900000000
31246,2020-10-23,67399.9900000000
31247,2020-10-18,59809.7900000000
31248,2020-10-24,80739.7900000000
31249,2020-10-27,71769.7900000000
31250,2020-10-12,58609.9900000000
31251,2020-10-08,82049.9900000000
31252,2020-10-28,86719.7900000000
31253,2020-10-02,61539.9900000000
31254,2020-10-10,74759.7900000000
31255,2020-10-12,83729.7900000000
31256,2020-10-16,77749.7900000000
31257,2020-10-20,64469.9900000000
31258,2020-10-30,62799.7900000000
31260,2020-10-31,72759.4900000000
31261,2020-10-06,58209.4900000000
31262,2020-10-13,79119.9900000000
31263,2020-10-06,64029.4900000000
31264,2020-10-28,80739.7900000000
31265,2020-10-31,79119.9900000000
31266,2020-10-09,83729.7900000000
31267,2020-10-22,79119.9900000000
31269,2020-10-27,89709.7900000000
31270,2020-10-04,56819.7900000000
31271,2020-10-07,72759.4900000000
31272,2020-10-08,59809.7900000000
31273,2020-10-02,73259.9900000000
31274,2020-10-03,87909.9900000000
31275,2020-10-10,68779.7900000000
31276,2020-10-31,84399.4900000000
31277,2020-10-20,73259.9900000000
31278,2020-10-24,86719.7900000000
31279,2020-10-12,77749.7900000000
31280,2020-10-08,69849.4900000000
31282,2020-10-17,78579.4900000000
31283,2020-10-05,86719.7900000000
31284,2020-10-07,79119.9900000000
31285,2020-10-08,66939.4900000000
31286,2020-10-08,61539.9900000000
31287,2020-10-13,77749.7900000000
31288,2020-10-27,62799.7900000000
31289,2020-10-03,65789.7900000000
31290,2020-10-04,80739.7900000000
31292,2020-10-04,73259.9900000000
31293,2020-10-07,70329.9900000000
31294,2020-10-13,64029.4900000000
31295,2020-10-12,87909.9900000000
31297,2020-10-13,74759.7900000000
31298,2020-10-11,76189.9900000000
31299,2020-10-05,75669.4900000000
31300,2020-10-16,69849.4900000000
31301,2020-10-25,55119.2900000000
31302,2020-10-07,79119.9900000000
31303,2020-10-11,81489.4900000000
31305,2020-10-23,87309.4900000000
31306,2020-10-13,75669.4900000000
31307,2020-10-28,79119.9900000000
31308,2020-10-21,66939.4900000000
31309,2020-10-08,40699.2900000000
31310,2020-10-27,69849.4900000000
31311,2020-10-31,64029.4900000000
31312,2020-10-19,61119.4900000000
31313,2020-10-28,75669.4900000000
31314,2020-10-26,59754.2900000000
31315,2020-10-10,81489.4900000000
31316,2020-10-02,83729.7900000000
31317,2020-10-23,64029.4900000000
31318,2020-10-27,64029.4900000000
31319,2020-10-17,73259.9900000000
31320,2020-10-09,59809.7900000000
31321,2020-10-06,89709.7900000000
31322,2020-10-11,84979.9900000000
31323,2020-10-26,65789.7900000000
31324,2020-10-13,86719.7900000000
31325,2020-10-19,81489.4900000000
31326,2020-10-22,47909.2900000000
31327,2020-10-24,65789.7900000000
31328,2020-10-29,77749.7900000000
31329,2020-10-07,61539.9900000000
31330,2020-10-18,76189.9900000000
31331,2020-10-23,66939.4900000000
31332,2020-10-31,73259.9900000000
31334,2020-10-18,65789.7900000000
31335,2020-10-19,71769.7900000000
31336,2020-10-29,65789.7900000000
31337,2020-10-13,79119.9900000000
31338,2020-10-06,70329.9900000000
31339,2020-10-26,82049.9900000000
31340,2020-10-13,87909.9900000000
31341,2020-10-04,80739.7900000000
31342,2020-10-19,58724.2900000000
31343,2020-10-09,87309.4900000000
31344,2020-10-18,72759.4900000000
31345,2020-10-27,65789.7900000000
31346,2020-10-31,67399.9900000000
31347,2020-10-17,74759.7900000000
31348,2020-10-04,62799.7900000000
31349,2020-10-16,58209.4900000000
31350,2020-10-09,81489.4900000000
31351,2020-10-04,58609.9900000000
31352,2020-10-05,64469.9900000000
31353,2020-10-04,58209.4900000000
31354,2020-10-31,80739.7900000000
31355,2020-10-25,79119.9900000000
31356,2020-10-27,81489.4900000000
31357,2020-10-02,74759.7900000000
31358,2020-10-17,70329.9900000000
31359,2020-10-04,64469.9900000000
31360,2020-10-30,73259.9900000000
31361,2020-10-21,73259.9900000000
31362,2020-10-14,82049.9900000000
31363,2020-10-19,60784.2900000000
31364,2020-10-30,82049.9900000000
31365,2020-10-24,74759.7900000000
31366,2020-10-29,69849.4900000000
31367,2020-10-06,73259.9900000000
31368,2020-10-26,80739.7900000000
31369,2020-10-05,61119.4900000000
31370,2020-10-19,72759.4900000000
31371,2020-10-18,83729.7900000000
31372,2020-10-03,80739.7900000000
31373,2020-10-03,70329.9900000000
31374,2020-10-23,83729.7900000000
31375,2020-10-06,75669.4900000000
31376,2020-10-25,62799.7900000000
31377,2020-10-06,65789.7900000000
31379,2020-10-30,74759.7900000000
31380,2020-10-07,67399.9900000000
31381,2020-10-12,66939.4900000000
31383,2020-10-01,69849.4900000000
31384,2020-10-07,49969.2900000000
31385,2020-10-23,58209.4900000000
31386,2020-10-15,74759.7900000000
31387,2020-10-19,77749.7900000000
31388,2020-10-24,77749.7900000000
31389,2020-10-11,59809.7900000000
31390,2020-10-26,56819.7900000000
31391,2020-10-24,59809.7900000000
31393,2020-10-31,61539.9900000000
31394,2020-10-11,61814.2900000000
31395,2020-10-21,86719.7900000000
31396,2020-10-13,65789.7900000000
31397,2020-10-07,73259.9900000000
31399,2020-10-11,43789.2900000000
31400,2020-10-18,65789.7900000000
31401,2020-10-14,61539.9900000000
31402,2020-10-07,68779.7900000000
31403,2020-10-24,72759.4900000000
31404,2020-10-07,89709.7900000000
31405,2020-10-07,86719.7900000000
31406,2020-10-13,78579.4900000000
31407,2020-10-02,73259.9900000000
31408,2020-10-04,87309.4900000000
31409,2020-10-28,55119.2900000000
31410,2020-10-26,68779.7900000000
31411,2020-10-27,66939.4900000000
31412,2020-10-17,61539.9900000000
31413,2020-10-07,77749.7900000000
31414,2020-10-11,69849.4900000000
31416,2020-10-08,68779.7900000000
31417,2020-10-28,61539.9900000000
31418,2020-10-11,41729.2900000000
31419,2020-10-03,59809.7900000000
31420,2020-10-16,71769.7900000000
31421,2020-10-06,69849.4900000000
31422,2020-10-07,61539.9900000000
31423,2020-10-30,48424.2900000000
31424,2020-10-02,72759.4900000000
31425,2020-10-27,83729.7900000000
31426,2020-10-30,67399.9900000000
31427,2020-10-27,84979.9900000000
31429,2020-10-21,61539.9900000000
31430,2020-10-10,55299.4900000000
